id,dia,categoria,tipo_logradouro,logradouro,numero,bairro,referencia,cep,subprefeitura,endereco_completo,endereco_geocode,lat,lng,geocode_status
6172-7,Sexta Feira,Noturna,Rua,Serra Verde,S/N,Vila Silvia,Conjunto Hab-vila Silvia,03821-230,Penha,"Rua Serra Verde, Vila Silvia","Rua Serra Verde, Vila Silvia, São Paulo - SP, 03821-230",,,
6173-5,Sexta Feira,Tradicional,Rua,Manoel Bacelar,S/N,Jardim Helian,Rua Confissao,08265-120,Itaquera,"Rua Manoel Bacelar, Jardim Helian","Rua Manoel Bacelar, Jardim Helian, São Paulo - SP, 08265-120",,,
6174-3,Sexta Feira,Tradicional,Rua,Conceicao de Monte Alegre,S/N,Cidade Moncoes,Altura do N Ciquenta e Quatro,04563-060,Pinheiros,"Rua Conceicao de Monte Alegre, Cidade Moncoes","Rua Conceicao de Monte Alegre, Cidade Moncoes, São Paulo - SP, 04563-060",,,
6176-0,Sexta Feira,Tradicional,Praça,Do Rosario,S/N,Penha de Franca,,03634-020,Penha,"Praça Do Rosario, Penha de Franca","Praça Do Rosario, Penha de Franca, São Paulo - SP, 03634-020",,,
6203-0,Sexta Feira,Tradicional,Praça,Dilva Gomes,S/N,Penha,Pc.dilva Gomes-pc.do Morcegao,03590-080,Penha,"Praça Dilva Gomes, Penha","Praça Dilva Gomes, Penha, São Paulo - SP, 03590-080",,,
6350-9,Sexta Feira,Tradicional,Rua,Engenheiro Luiz Gomes C Sangirardi,S/N,Aclimacao,,04112-080,Vila Mariana,"Rua Engenheiro Luiz Gomes C Sangirardi, Aclimacao","Rua Engenheiro Luiz Gomes C Sangirardi, Aclimacao, São Paulo - SP, 04112-080",,,
6360-6,Sexta Feira,Tradicional,Avenida,Professor Alceu Maynard Araujo,S/N,Varzea de Baixo,,04726-160,Santo Amaro,"Avenida Professor Alceu Maynard Araujo, Varzea de Baixo","Avenida Professor Alceu Maynard Araujo, Varzea de Baixo, São Paulo - SP, 04726-160",,,
6370-3,Sexta Feira,Tradicional,Praça,Gomes Figueiredo,S/N,Vila Maria,Rua Vianopolis,02131-000,Vila Maria/Vila Guilherme,"Praça Gomes Figueiredo, Vila Maria","Praça Gomes Figueiredo, Vila Maria, São Paulo - SP, 02131-000",,,
6380-0,Sexta Feira,Tradicional,Rua,Jose Pizza,S/N,Parada de Taipas,,02815-010,Pirituba/Jaraguá,"Rua Jose Pizza, Parada de Taipas","Rua Jose Pizza, Parada de Taipas, São Paulo - SP, 02815-010",,,
6390-8,Sexta Feira,Tradicional,Praça,Danilo Jose Fernandes,S/N,Penha,Penha,03608-010,Penha,"Praça Danilo Jose Fernandes, Penha","Praça Danilo Jose Fernandes, Penha, São Paulo - SP, 03608-010",,,
6400-9,Sexta Feira,Tradicional,Rua,Jose Pereira Falcao,S/N,Jardim Marisa,,05108-100,Pirituba/Jaraguá,"Rua Jose Pereira Falcao, Jardim Marisa","Rua Jose Pereira Falcao, Jardim Marisa, São Paulo - SP, 05108-100",,,
6401-7,Sexta Feira,Tradicional,Rua,Morro do Frade,S/N,Jardim da Conquista,,0,Sapopemba,"Rua Morro do Frade, Jardim da Conquista","Rua Morro do Frade, Jardim da Conquista, São Paulo - SP",,,
6402-5,Sexta Feira,Orgânica,Praça,Ciro Pontes,S/N,Mooca,,03166-030,Mooca,"Praça Ciro Pontes, Mooca","Praça Ciro Pontes, Mooca, São Paulo - SP, 03166-030",,,
6711-3,Sexta Feira,Noturna,Rua,Benjamim Pereira,S/N,Jacana,,02274-001,Jaçanã/Tremembé,"Rua Benjamim Pereira, Jacana","Rua Benjamim Pereira, Jacana, São Paulo - SP, 02274-001",,,
6755-5,Sexta Feira,Tradicional,Largo,São Jose do Belem,S/N,Belenzinho,,03057-040,Mooca,"Largo São Jose do Belem, Belenzinho","Largo São Jose do Belem, Belenzinho, São Paulo - SP, 03057-040",,,
6797-0,Sexta Feira,Noturna,Praça,Torquato Plaza,S/N,Vila Grimaldi,,03271-050,Sapopemba,"Praça Torquato Plaza, Vila Grimaldi","Praça Torquato Plaza, Vila Grimaldi, São Paulo - SP, 03271-050",,,
6881-0,Sexta Feira,Noturna,Rua,Itamira,351,Vila Andrade,,05716-080,Campo Limpo,"Rua Itamira, 351, Vila Andrade","Rua Itamira, 351, Vila Andrade, São Paulo - SP, 05716-080",,,
6892-6,Sexta Feira,Tradicional,Rua,Rua Bruno Bertucci,31,Freguesia do o,,02712-110,Freguesia/Brasilândia,"Rua Rua Bruno Bertucci, 31, Freguesia do o","Rua Rua Bruno Bertucci, 31, Freguesia do o, São Paulo - SP, 02712-110",,,
7001-7,Sábado,Tradicional,Rua,Apace,372,Jabaquara,Tv Engenheiro George Corbisier,04347-110,Jabaquara,"Rua Apace, 372, Jabaquara","Rua Apace, 372, Jabaquara, São Paulo - SP, 04347-110",,,
7002-5,Sábado,Tradicional,Rua,Loureiro da Cruz com Urano,1,Aclimacao,Tv Rua Pires da Mota,01529-020,Sé,"Rua Loureiro da Cruz com Urano, 1, Aclimacao","Rua Loureiro da Cruz, 1, Aclimacao, São Paulo - SP, 01529-020",,,
7003-3,Sábado,Tradicional,Rua,Mendes Goncalves,82,Pari,Tv Rua Silva Telles,03027-010,Mooca,"Rua Mendes Goncalves, 82, Pari","Rua Mendes Goncalves, 82, Pari, São Paulo - SP, 03027-010",,,
7004-1,Sábado,Tradicional,Rua,Adolfo Gordo,29,Barra Funda,Tv Alameda Eduardo Prado,01217-020,Sé,"Rua Adolfo Gordo, 29, Barra Funda","Rua Adolfo Gordo, 29, Barra Funda, São Paulo - SP, 01217-020",,,
7005-0,Sábado,Tradicional,Rua,Jaragua,S/N,Bom Retiro,Esq C/ Neves de Carvalho,01129-000,Sé,"Rua Jaragua, Bom Retiro","Rua Jaragua, Bom Retiro, São Paulo - SP, 01129-000",,,
7006-8,Sábado,Tradicional,Rua,Franca Pinto,S/N,Vila Mariana,Proximo Instituto Biologico,04016-035,Vila Mariana,"Rua Franca Pinto, Vila Mariana","Rua Franca Pinto, Vila Mariana, São Paulo - SP, 04016-035",,,
7007-6,Sábado,Tradicional,Rua,Tabajaras,S/N,Mooca,Tv Rua Esequiel Ramos,03121-010,Mooca,"Rua Tabajaras, Mooca","Rua Tabajaras, Mooca, São Paulo - SP, 03121-010",,,
7008-4,Sábado,Tradicional,Rua,Helade,S/N,Vila Santa Catarina,Albuquerque Munis e Santa Catari,04634-000,Santo Amaro,"Rua Helade, Vila Santa Catarina","Rua Helade, Vila Santa Catarina, São Paulo - SP, 04634-000",,,
7009-2,Sábado,Tradicional,Rua,Valentim Magalhaes,300,Vila Leste,Tv Rua do Oratorio,03184-090,Mooca,"Rua Valentim Magalhaes, 300, Vila Leste","Rua Valentim Magalhaes, 300, Vila Leste, São Paulo - SP, 03184-090",,,
7010-6,Sábado,Tradicional,Rua,Serra de Jaire,S/N,Alto da Mooca,Paralela Av Alvaro Ramos,03175-001,Mooca,"Rua Serra de Jaire, Alto da Mooca","Rua Serra de Jaire, Alto da Mooca, São Paulo - SP, 03175-001",,,
7011-4,Sábado,Tradicional,Rua,Engenheiro Reinaldo Cajado,215,Belenzinho,Tv Rua Irma Carolina,03061-030,Mooca,"Rua Engenheiro Reinaldo Cajado, 215, Belenzinho","Rua Engenheiro Reinaldo Cajado, 215, Belenzinho, São Paulo - SP, 03061-030",,,
7012-2,Sábado,Tradicional,Rua,Marieta da Silva,112,Vila Guilherme,Tv Rua Chico Pontes,02066-031,Vila Maria/Vila Guilherme,"Rua Marieta da Silva, 112, Vila Guilherme","Rua Marieta da Silva, 112, Vila Guilherme, São Paulo - SP, 02066-031",,,
7013-0,Sábado,Tradicional,Rua,Araritaguaba,454,Vila Maria Baixa,Av Guilherme Cotching,02122-010,Vila Maria/Vila Guilherme,"Rua Araritaguaba, 454, Vila Maria Baixa","Rua Araritaguaba, 454, Vila Maria Baixa, São Paulo - SP, 02122-010",,,
7015-7,Sábado,Tradicional,Rua,São Luis do Paraitinga,24,Vila Zelina,Com Rua Poa,03152-070,Vila Prudente,"Rua São Luis do Paraitinga, 24, Vila Zelina","Rua São Luis do Paraitinga, 24, Vila Zelina, São Paulo - SP, 03152-070",,,
7016-5,Sábado,Tradicional,Rua,Bonifacio de Abreu,S/N,Pq Jabaquara,Proximo Av Pedro Bueno,04358-120,Santo Amaro,"Rua Bonifacio de Abreu, Pq Jabaquara","Rua Bonifacio de Abreu, Pq Jabaquara, São Paulo - SP, 04358-120",,,
7017-3,Sábado,Tradicional,Rua,São Marum,520,Itaim Bibi,Av Henrique Chamma e Jusc Kubi,04543-017,Pinheiros,"Rua São Marum, 520, Itaim Bibi","Rua São Marum, 520, Itaim Bibi, São Paulo - SP, 04543-017",,,
7018-1,Sábado,Tradicional,Rua,Mourato Coelho,S/N,Vila Madalena,Tv Rua Fradique Coutinho,05417-002,Pinheiros,"Rua Mourato Coelho, Vila Madalena","Rua Mourato Coelho, Vila Madalena, São Paulo - SP, 05417-002",,,
7019-0,Sábado,Tradicional,Rua,Barao do Bananal C Coari,1865,Vila Pompeia,Proximo Hospital São Camilo,05024-000,Lapa,"Rua Barao do Bananal C Coari, 1865, Vila Pompeia","Rua Barao do Bananal C Coari, 1865, Vila Pompeia, São Paulo - SP, 05024-000",,,
7020-3,Sábado,Tradicional,Rua,Francisca Biriba,S/N,Imirim,Tv Av Imirim,02451-040,Santana/Tucuruvi,"Rua Francisca Biriba, Imirim","Rua Francisca Biriba, Imirim, São Paulo - SP, 02451-040",,,
7021-1,Sábado,Tradicional,Rua,Pedro Ribeiro,S/N,Santana,E Rua Viri,02046-001,Santana/Tucuruvi,"Rua Pedro Ribeiro, Santana","Rua Pedro Ribeiro, Santana, São Paulo - SP, 02046-001",,,
7022-0,Sábado,Tradicional,Rua,Santa Fe do Sul,288,Vila Maria,Praca Marcelino Machado,02133-010,Vila Maria/Vila Guilherme,"Rua Santa Fe do Sul, 288, Vila Maria","Rua Santa Fe do Sul, 288, Vila Maria, São Paulo - SP, 02133-010",,,
7023-8,Sábado,Tradicional,Rua,Americo Samarone,327,Sacoma,Tv Rua Regino Aragao,04284-000,Ipiranga,"Rua Americo Samarone, 327, Sacoma","Rua Americo Samarone, 327, Sacoma, São Paulo - SP, 04284-000",,,
7024-6,Sábado,Tradicional,Rua,Divinopolis com Nossa da Saude,234,Vila Moraes,Tv Av Cursino,04158-000,Ipiranga,"Rua Divinopolis com Nossa da Saude, 234, Vila Moraes","Rua Divinopolis, 234, Vila Moraes, São Paulo - SP, 04158-000",,,
7025-4,Sábado,Tradicional,Avenida,Diederichsen,45,Vila Guarani,Estacao Conceicao do Metro,04310-000,Jabaquara,"Avenida Diederichsen, 45, Vila Guarani","Avenida Diederichsen, 45, Vila Guarani, São Paulo - SP, 04310-000",,,
7026-2,Sábado,Tradicional,Rua,Ladislau Roman,S/N,Caxingui,Tupinamba e Haroldo Gurgel,05515-030,Butantã,"Rua Ladislau Roman, Caxingui","Rua Ladislau Roman, Caxingui, São Paulo - SP, 05515-030",,,
7028-9,Sábado,Tradicional,Rua,Santa Cruz de La Sierra,1,Pirituba,Rua Luiz Carneiro 146,02937-080,Pirituba/Jaraguá,"Rua Santa Cruz de La Sierra, 1, Pirituba","Rua Santa Cruz de La Sierra, 1, Pirituba, São Paulo - SP, 02937-080",,,
7029-7,Sábado,Tradicional,Rua,Adutora do Rio Claro,307,Sapopemba,Vila Belem e Vila Prudente,03374-050,Sapopemba,"Rua Adutora do Rio Claro, 307, Sapopemba","Rua Adutora do Rio Claro, 307, Sapopemba, São Paulo - SP, 03374-050",,,
7030-0,Sábado,Tradicional,Rua,Areiao,51,Tatuape,Rua Antonio de Barros,03410-020,Aricanduva/Formosa/Carrão,"Rua Areiao, 51, Tatuape","Rua Areiao, 51, Tatuape, São Paulo - SP, 03410-020",,,
7031-9,Sábado,Tradicional,Rua,General Socrates,32,Penha,Rua Aracatins Cirilo Abreu,03632-040,Penha,"Rua General Socrates, 32, Penha","Rua General Socrates, 32, Penha, São Paulo - SP, 03632-040",,,
7032-7,Sábado,Tradicional,Rua,Eneas de Barros,425,Vila Santana,Av Amador Bueno da Veiga,03613-000,Penha,"Rua Eneas de Barros, 425, Vila Santana","Rua Eneas de Barros, 425, Vila Santana, São Paulo - SP, 03613-000",,,
7033-5,Sábado,Tradicional,Avenida,Melchert,1515,Vila Matilde,Rua Dona Matilde,03508-000,Penha,"Avenida Melchert, 1515, Vila Matilde","Avenida Melchert, 1515, Vila Matilde, São Paulo - SP, 03508-000",,,
7034-3,Sábado,Tradicional,Rua,Juarana com do Canavial,45,Vila Nova Cachoeirinha,Tv Av Imirim,02612-150,Casa Verde/Cachoeirinha,"Rua Juarana com do Canavial, 45, Vila Nova Cachoeirinha","Rua Juarana, 45, Vila Nova Cachoeirinha, São Paulo - SP, 02612-150",,,
7035-1,Sábado,Tradicional,Rua,Dos Sitiantes,360,Limao,Tv Av Itaberaba Altura do 1686,02737-000,Freguesia/Brasilândia,"Rua Dos Sitiantes, 360, Limao","Rua Dos Sitiantes, 360, Limao, São Paulo - SP, 02737-000",,,
7036-0,Sábado,Tradicional,Rua,Almeida Merces,S/N,Tremembe,Tv Av Maria a Lopes de Azevedo,02372-010,Jaçanã/Tremembé,"Rua Almeida Merces, Tremembe","Rua Almeida Merces, Tremembe, São Paulo - SP, 02372-010",,,
7037-8,Sábado,Tradicional,Rua,Cachoeira Paulista,80,Cidade Patriarca,Rua Porto da Folha,03551-000,Penha,"Rua Cachoeira Paulista, 80, Cidade Patriarca","Rua Cachoeira Paulista, 80, Cidade Patriarca, São Paulo - SP, 03551-000",,,
7038-6,Sábado,Tradicional,Rua,Francisco Munhoz Filho,501,Cidade Lider,Paralela a Av Lider,08280-000,Itaquera,"Rua Francisco Munhoz Filho, 501, Cidade Lider","Rua Francisco Munhoz Filho, 501, Cidade Lider, São Paulo - SP, 08280-000",,,
7039-4,Sábado,Tradicional,Rua,Francisca de Paula,278,Vila Carrao,Tv Rua 19 de Janeiro,03436-000,Aricanduva/Formosa/Carrão,"Rua Francisca de Paula, 278, Vila Carrao","Rua Francisca de Paula, 278, Vila Carrao, São Paulo - SP, 03436-000",,,
7040-8,Sábado,Tradicional,Rua,Dona Leopoldina,243,Vila Nair,Ultima Travessa da Av.nazareth,04278-040,Ipiranga,"Rua Dona Leopoldina, 243, Vila Nair","Rua Dona Leopoldina, 243, Vila Nair, São Paulo - SP, 04278-040",,,
7041-6,Sábado,Tradicional,Avenida,Morais Costa,1050,Vila Reunidas,Tv Es Oratorio,03253-000,Vila Prudente,"Avenida Morais Costa, 1050, Vila Reunidas","Avenida Morais Costa, 1050, Vila Reunidas, São Paulo - SP, 03253-000",,,
7042-4,Sábado,Tradicional,Rua,Engenheiro Tomas Whately,250,Santo Amaro,Professor Delgado e Jacomim,04742-130,Santo Amaro,"Rua Engenheiro Tomas Whately, 250, Santo Amaro","Rua Engenheiro Tomas Whately, 250, Santo Amaro, São Paulo - SP, 04742-130",,,
7043-2,Sábado,Tradicional,Avenida,Antonio Manograsso,234,Vila Formosa,Tv da Av Joao XXIII,03379-000,Aricanduva/Formosa/Carrão,"Avenida Antonio Manograsso, 234, Vila Formosa","Avenida Antonio Manograsso, 234, Vila Formosa, São Paulo - SP, 03379-000",,,
7044-0,Sábado,Tradicional,Rua,Doutor Jose de Queiros Matoso,719,Vila Goncalves,Com a Rua Sete Barras,02927-090,Freguesia/Brasilândia,"Rua Doutor Jose de Queiros Matoso, 719, Vila Goncalves","Rua Doutor Jose de Queiros Matoso, 719, Vila Goncalves, São Paulo - SP, 02927-090",,,
7045-9,Sábado,Tradicional,Rua,Paulino de Brito,770,Jardim Brasil,Av.jardim Japao,02223-010,Vila Maria/Vila Guilherme,"Rua Paulino de Brito, 770, Jardim Brasil","Rua Paulino de Brito, 770, Jardim Brasil, São Paulo - SP, 02223-010",,,
7046-7,Sábado,Tradicional,Rua,Sebastiao de Freitas,246,Vila Constanca,Av.guapira ALT.1800,02256-010,Santana/Tucuruvi,"Rua Sebastiao de Freitas, 246, Vila Constanca","Rua Sebastiao de Freitas, 246, Vila Constanca, São Paulo - SP, 02256-010",,,
7047-5,Sábado,Tradicional,Alameda,Sub Tenente Francisco Hierro,351,Pq Novo Mundo,Sebastiao Garcia,02187-040,Vila Maria/Vila Guilherme,"Alameda Sub Tenente Francisco Hierro, 351, Pq Novo Mundo","Alameda Sub Tenente Francisco Hierro, 351, Pq Novo Mundo, São Paulo - SP, 02187-040",,,
7048-3,Sábado,Tradicional,Avenida,Jose Maria Witaker,S/N,Vila Clementino,Entre Sena Madureira,04057-000,Vila Mariana,"Avenida Jose Maria Witaker, Vila Clementino","Avenida Jose Maria Witaker, Vila Clementino, São Paulo - SP, 04057-000",,,
7049-1,Sábado,Tradicional,Rua,Francisco Barreto,100,Jardim Primavera,Jardim Primavera,04812-140,Capela do Socorro,"Rua Francisco Barreto, 100, Jardim Primavera","Rua Francisco Barreto, 100, Jardim Primavera, São Paulo - SP, 04812-140",,,
7050-5,Sábado,Tradicional,Rua,Tales de Mileto,392,Cidade a e Carvalho,Av Aguia de Haia,03693-020,Penha,"Rua Tales de Mileto, 392, Cidade a e Carvalho","Rua Tales de Mileto, 392, Cidade a e Carvalho, São Paulo - SP, 03693-020",,,
7051-3,Sábado,Tradicional,Rua,Albino de Moraes,19,Vila Carioca,Av.juntas Provisorias,04223-120,Ipiranga,"Rua Albino de Moraes, 19, Vila Carioca","Rua Albino de Moraes, 19, Vila Carioca, São Paulo - SP, 04223-120",,,
7052-1,Sábado,Tradicional,Rua,Ibiajara,478,Parada XV Novembro,Frente Es 15 de Novembro,08246-101,Itaquera,"Rua Ibiajara, 478, Parada XV Novembro","Rua Ibiajara, 478, Parada XV Novembro, São Paulo - SP, 08246-101",,,
7053-0,Sábado,Tradicional,Rua,Caraipe das Aguas,177,Jardim dos Ipes,Trav.av.marechal Tito,08161-360,Itaim Paulista,"Rua Caraipe das Aguas, 177, Jardim dos Ipes","Rua Caraipe das Aguas, 177, Jardim dos Ipes, São Paulo - SP, 08161-360",,,
7054-8,Sábado,Tradicional,Rua,Cruz de Malta,312,Rodrigues Alves,Rua Elvira de Bortole,02248-000,Santana/Tucuruvi,"Rua Cruz de Malta, 312, Rodrigues Alves","Rua Cruz de Malta, 312, Rodrigues Alves, São Paulo - SP, 02248-000",,,
7055-6,Sábado,Tradicional,Rua,Dona Maria Custodia,S/N,Lauzane Paulista,Av Caetano Alvares,02460-070,Santana/Tucuruvi,"Rua Dona Maria Custodia, Lauzane Paulista","Rua Dona Maria Custodia, Lauzane Paulista, São Paulo - SP, 02460-070",,,
7056-4,Sábado,Tradicional,Rua,Dom Pedro I,S/N,Vila Invernada,Tv Rua Capitao Lorena,03351-125,Mooca,"Rua Dom Pedro I, Vila Invernada","Rua Dom Pedro I, Vila Invernada, São Paulo - SP, 03351-125",,,
7057-2,Sábado,Tradicional,Rua,Joao Jose de Queiroz,595,São Francisco,Es Velha Mogi das Cruzes 2632,03679-000,Ermelino Matarazzo,"Rua Joao Jose de Queiroz, 595, São Francisco","Rua Joao Jose de Queiroz, 595, São Francisco, São Paulo - SP, 03679-000",,,
7058-0,Sábado,Tradicional,Praça,Salvador Tolezano,S/N,Lauzane Paulista,Policarpo Vioti e Jose Botelho,02422-160,Santana/Tucuruvi,"Praça Salvador Tolezano, Lauzane Paulista","Praça Salvador Tolezano, Lauzane Paulista, São Paulo - SP, 02422-160",,,
7059-9,Sábado,Tradicional,Avenida,Dom Azeredo Coutinho,S/N,Jardim Vila Formosa,Tv Rua Carneiro Ribeiro,03470-030,Aricanduva/Formosa/Carrão,"Avenida Dom Azeredo Coutinho, Jardim Vila Formosa","Avenida Dom Azeredo Coutinho, Jardim Vila Formosa, São Paulo - SP, 03470-030",,,
7060-2,Sábado,Tradicional,Rua,Maria Nazaro da Silva,224,Vila Brasilandia,Praca Santa Clara de Assis,02809-060,Freguesia/Brasilândia,"Rua Maria Nazaro da Silva, 224, Vila Brasilandia","Rua Maria Nazaro da Silva, 224, Vila Brasilandia, São Paulo - SP, 02809-060",,,
7061-0,Sábado,Tradicional,Rua,Povoado do Rio Novo,15,Vila Mirante,Tv Av Miguel de Castro 1779,02956-020,Pirituba/Jaraguá,"Rua Povoado do Rio Novo, 15, Vila Mirante","Rua Povoado do Rio Novo, 15, Vila Mirante, São Paulo - SP, 02956-020",,,
7062-9,Sábado,Tradicional,Praça,Charles Muller,S/N,Pacaembu,Estadio Mun. P.m.carvalho,01234-010,Sé,"Praça Charles Muller, Pacaembu","Praça Charles Muller, Pacaembu, São Paulo - SP, 01234-010",,,
7063-7,Sábado,Tradicional,Rua,Augusto Farina,S/N,Jardim Pinheiros,Rodovia Raposo Tavares Km 13,05594-000,Butantã,"Rua Augusto Farina, Jardim Pinheiros","Rua Augusto Farina, Jardim Pinheiros, São Paulo - SP, 05594-000",,,
7064-5,Sábado,Tradicional,Rua,Jurubim,10,Pirituba,Avenida Mutinga,05170-100,Pirituba/Jaraguá,"Rua Jurubim, 10, Pirituba","Rua Jurubim, 10, Pirituba, São Paulo - SP, 05170-100",,,
7065-3,Sábado,Tradicional,Rua,Jose Ataliba Ortiz,32,Vila Mangalot,Igreja do Mangalot,05131-000,Pirituba/Jaraguá,"Rua Jose Ataliba Ortiz, 32, Vila Mangalot","Rua Jose Ataliba Ortiz, 32, Vila Mangalot, São Paulo - SP, 05131-000",,,
7066-1,Sábado,Tradicional,Rua,Joao do Canto e Melo,671,Pq São Rafael,Tv Av Baroneza de Muritiba,08311-280,São Mateus,"Rua Joao do Canto e Melo, 671, Pq São Rafael","Rua Joao do Canto e Melo, 671, Pq São Rafael, São Paulo - SP, 08311-280",,,
7067-0,Sábado,Tradicional,Rua,Diogo Jacome,291,Ibirapuera,Proximo Av Republica do Libano,04512-000,Vila Mariana,"Rua Diogo Jacome, 291, Ibirapuera","Rua Diogo Jacome, 291, Ibirapuera, São Paulo - SP, 04512-000",,,
7068-8,Sábado,Tradicional,Rua,Fruto do Paraiso,12,Jardim Santana,Perto do Supermercado Trigao,08050-050,São Miguel,"Rua Fruto do Paraiso, 12, Jardim Santana","Rua Fruto do Paraiso, 12, Jardim Santana, São Paulo - SP, 08050-050",,,
7069-6,Sábado,Tradicional,Rua,Helcio da Silva,10,Vila Brasilandia,Proximo Rua Santa Terezinha,02854-060,Freguesia/Brasilândia,"Rua Helcio da Silva, 10, Vila Brasilandia","Rua Helcio da Silva, 10, Vila Brasilandia, São Paulo - SP, 02854-060",,,
7070-0,Sábado,Tradicional,Rua,Antonio Vaz,S/N,Jardim Vergueiro,Tv Es Guarapiranga,05818-240,M'Boi Mirim,"Rua Antonio Vaz, Jardim Vergueiro","Rua Antonio Vaz, Jardim Vergueiro, São Paulo - SP, 05818-240",,,
7071-8,Sábado,Tradicional,Avenida,Claudio Franchi,49,Butanta,Av Professor Francisco Morato,05633-000,Butantã,"Avenida Claudio Franchi, 49, Butanta","Avenida Claudio Franchi, 49, Butanta, São Paulo - SP, 05633-000",,,
7072-6,Sábado,Tradicional,Rua,Bela Vista,602,Vila Uniao,Tv Doutor Jose a Bustamante,04709-001,Santo Amaro,"Rua Bela Vista, 602, Vila Uniao","Rua Bela Vista, 602, Vila Uniao, São Paulo - SP, 04709-001",,,
7073-4,Sábado,Tradicional,Rua,Otavio Tarquinio de Souza,1319,Piraquara,Gil Eanes e Barao do Triunfo,04613-002,Santo Amaro,"Rua Otavio Tarquinio de Souza, 1319, Piraquara","Rua Otavio Tarquinio de Souza, 1319, Piraquara, São Paulo - SP, 04613-002",,,
7074-2,Sábado,Tradicional,Rua,Joaquim Neves Monteiro,228,Santo Amaro,Tv Av Nossa Senhora do Sabara,04456-205,Santo Amaro,"Rua Joaquim Neves Monteiro, 228, Santo Amaro","Rua Joaquim Neves Monteiro, 228, Santo Amaro, São Paulo - SP, 04456-205",,,
7075-0,Sábado,Tradicional,Avenida,Carlos Obheruber,325,Santo Amaro,Estrada do Paralheiros,04836-130,Capela do Socorro,"Avenida Carlos Obheruber, 325, Santo Amaro","Avenida Carlos Obheruber, 325, Santo Amaro, São Paulo - SP, 04836-130",,,
7076-9,Sábado,Tradicional,Rua,Bernardino Estazione,S/N,Vila das Belezas,Tv Es de Itapecerica da Serra,05840-030,M'Boi Mirim,"Rua Bernardino Estazione, Vila das Belezas","Rua Bernardino Estazione, Vila das Belezas, São Paulo - SP, 05840-030",,,
7077-7,Sábado,Tradicional,Avenida,Berna,228,Vila Friburgo,N. 1234 Es do Rio Bonito,04774-020,Capela do Socorro,"Avenida Berna, 228, Vila Friburgo","Avenida Berna, 228, Vila Friburgo, São Paulo - SP, 04774-020",,,
7078-5,Sábado,Tradicional,Rua,Doutor Virgilio Alvin Franco,10,Jardim D Abril,Rv Raposo Tavares Km 16,05399-130,Butantã,"Rua Doutor Virgilio Alvin Franco, 10, Jardim D Abril","Rua Doutor Virgilio Alvin Franco, 10, Jardim D Abril, São Paulo - SP, 05399-130",,,
7079-3,Sábado,Tradicional,Rua,Doutor Eugenio Egas,250,Jardim Climax,Praca Eduardo Costa Manso,04177-410,Ipiranga,"Rua Doutor Eugenio Egas, 250, Jardim Climax","Rua Doutor Eugenio Egas, 250, Jardim Climax, São Paulo - SP, 04177-410",,,
7081-5,Sábado,Tradicional,Rua,São Caetano do Sul,518,Grajau,Conjunto Residencial Faria Lima,04840-230,Capela do Socorro,"Rua São Caetano do Sul, 518, Grajau","Rua São Caetano do Sul, 518, Grajau, São Paulo - SP, 04840-230",,,
7082-3,Sábado,Tradicional,Rua,Jose Alves da Cunha Lima,S/N,Rio Pequeno,Tv Av Corifeu de a Marques,05360-050,Butantã,"Rua Jose Alves da Cunha Lima, Rio Pequeno","Rua Jose Alves da Cunha Lima, Rio Pequeno, São Paulo - SP, 05360-050",,,
7083-1,Sábado,Tradicional,Rua,Diogo Garcia,283,Jardim Planalto,Rua Antonio a Ferreira e F M P,08370-030,São Mateus,"Rua Diogo Garcia, 283, Jardim Planalto","Rua Diogo Garcia, 283, Jardim Planalto, São Paulo - SP, 08370-030",,,
7084-0,Sábado,Tradicional,Rua,Monsenhor Salim,4,Jardim das Oliveiras,Pt Final On Jardim Oliveiras,08111-180,Itaim Paulista,"Rua Monsenhor Salim, 4, Jardim das Oliveiras","Rua Monsenhor Salim, 4, Jardim das Oliveiras, São Paulo - SP, 08111-180",,,
7085-8,Sábado,Tradicional,Rua,Antonio Viegas de Ataide,S/N,Jardim Maria Sampaio,Tv Rua Marechal Joao Carlos Barreto,05790-120,Campo Limpo,"Rua Antonio Viegas de Ataide, Jardim Maria Sampaio","Rua Antonio Viegas de Ataide, Jardim Maria Sampaio, São Paulo - SP, 05790-120",,,
7087-4,Sábado,Tradicional,Rua,Professor Brito Machado,196,Vila Mastrocola,Vila Mastrocola,08215-000,Itaquera,"Rua Professor Brito Machado, 196, Vila Mastrocola","Rua Professor Brito Machado, 196, Vila Mastrocola, São Paulo - SP, 08215-000",,,
7088-2,Sábado,Tradicional,Rua,Maria Francisca do Nascimento,12,Vila Cruzeiro,Tv Es Barreira Grande,03386-110,Aricanduva/Formosa/Carrão,"Rua Maria Francisca do Nascimento, 12, Vila Cruzeiro","Rua Maria Francisca do Nascimento, 12, Vila Cruzeiro, São Paulo - SP, 03386-110",,,
7089-0,Sábado,Tradicional,Rua,Adelino de Almeida Castilho,782,Tatuape,Manoel Avila e Ariana,03073-050,Mooca,"Rua Adelino de Almeida Castilho, 782, Tatuape","Rua Adelino de Almeida Castilho, 782, Tatuape, São Paulo - SP, 03073-050",,,
